Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,2,16,1,1,13,27,5,10,1,0,0,1,0,0,19,0,0,6,6,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,0
1,-1,1,11,1,-1,1,1,5,8,1,0,0,1,0,1,21,0,0,6,7,6,10.57142857,0,0,6,8,5,11,0,8.9,1.4,3.51,1
1,1,1,6,1,1,23,27,6,6,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,5,5,12,0,10.8,1.4,1.74,1
1,1,1,15,1,1,13,27,10,4,1,0,0,1,0,0,20,0,0,6,6,5,13.2,0,0,6,7,0,0,0,15.5,2.8,-4.06,0
1,8,2,12,1,1,13,1,6,5,1,0,0,1,0,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,1
1,1,1,-1,1,1,3,14,4,6,1,0,0,1,0,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,1
1,1,3,2,1,1,1,1,10,9,0,0,0,1,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,1
1,1,4,12,1,1,13,14,-1,-1,1,0,0,1,0,0,18,0,0,8,12,7,12.85714286,0,0,8,12,7,12.85714286,0,12.7,3.7,-1.7,1
1,1,4,14,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.28571429,0,11.1,0.6,2.02,1
1,1,1,12,1,1,13,14,4,8,0,0,0,1,0,0,19,0,0,7,8,6,13.29666667,0,0,8,9,7,14.11428571,0,11.1,0.6,2.02,1
1,8,2,10,1,1,13,28,8,9,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.28571429,0,16.2,0.3,-0.92,1
1,1,1,9,1,1,13,1,10,10,1,0,0,1,0,0,20,0,0,5,6,5,12,0,0,5,6,5,12.33333333,0,16.2,0.3,-0.92,1
1,-1,1,5,1,1,-1,3,-1,-1,1,0,0,1,1,0,20,0,2,6,7,6,12.83333333,0,0,6,9,4,13.4,0,8.9,1.4,3.51,1
1,-1,1,3,0,1,13,1,10,6,1,0,0,1,0,0,19,0,0,6,6,6,12.66666667,0,0,6,8,6,14.375,0,12.4,0.5,1.79,1
1,1,1,17,0,1,-1,27,4,10,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.42857143,0,13.9,-0.3,0.79,1
1,12,1,-1,1,1,23,27,10,7,0,0,1,0,1,0,37,0,0,7,7,0,0,0,0,7,7,1,10,0,8.9,1.4,3.51,0
1,12,1,7,1,-1,-1,27,-1,-1,1,0,0,1,1,0,43,0,0,5,0,0,0,0,0,5,0,0,0,0,7.6,2.6,0.32,0
1,14,1,9,1,1,22,27,-1,7,0,0,0,1,0,0,55,0,0,5,10,1,10,0,0,5,8,2,12,2,16.2,0.3,-0.92,0
-1,12,1,17,0,1,13,14,10,4,1,0,0,1,0,0,39,0,0,5,8,5,11,0,0,5,5,5,11.6,0,7.6,2.6,0.32,1
1,15,1,-1,1,14,-1,-1,4,7,0,0,1,0,0,0,20,1,2,6,13,3,11.66666667,0,1,6,11,3,12,0,12.4,0.5,1.79,0
1,1,5,15,1,1,3,3,3,3,0,0,1,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0,0,12.7,3.7,-1.7,0
1,1,2,9,1,1,3,14,3,8,1,0,0,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,8.9,1.4,3.51,1
1,1,-1,12,1,1,1,3,3,3,1,1,0,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.34285714,0,11.1,0.6,2.02,1
1,8,1,15,1,1,1,28,6,6,0,0,0,0,0,0,20,0,0,6,7,4,13,0,0,6,7,5,13.8,0,12.4,0.5,1.79,0
1,12,1,17,0,1,22,27,10,10,0,0,0,1,0,0,29,0,0,5,0,0,0,0,0,5,0,0,0,0,16.2,0.3,-0.92,0
1,8,2,10,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,6,6,11.66666667,0,0,6,8,5,13.2,0,11.1,0.6,2.02,1
1,8,-1,12,1,1,22,14,8,8,1,0,0,1,0,1,22,0,0,7,8,6,13.51666667,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,1
1,15,1,3,0,14,1,14,10,10,0,0,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,1
1,1,1,10,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,6,7,5,12.33333333,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,1
1,12,1,11,1,1,13,28,10,8,0,0,0,1,0,1,24,0,0,6,6,6,13.66666667,0,0,6,6,6,14.16666667,0,12.4,0.5,1.79,1
1,1,3,-1,1,1,22,27,-1,-1,0,0,0,1,0,0,19,0,0,5,7,5,14.71428571,0,0,5,5,5,15.8,0,7.6,2.6,0.32,1
1,12,1,17,0,1,23,28,10,10,0,0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11,0,9.4,-0.8,-3.12,0
1,1,1,12,1,1,1,14,6,6,1,0,0,1,0,0,18,0,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,1
2,-1,1,11,1,-1,1,3,5,4,0,0,0,1,0,0,39,0,0,6,10,0,0,0,0,6,6,0,0,0,12.4,0.5,1.79,0
1,12,1,-1,1,-1,3,3,3,3,1,0,0,1,0,0,27,0,0,6,9,5,13,0,5,11,13,10,12.9,0,12.4,0.5,1.79,0
1,8,1,12,1,1,23,28,8,11,1,0,0,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,9.4,-0.8,-3.12,1
1,1,2,12,1,1,13,14,10,10,0,0,0,1,0,0,18,0,0,7,8,6,13.13333333,0,0,8,12,7,12.22142857,0,16.2,0.3,-0.92,1
1,15,1,10,1,14,13,1,10,10,0,0,0,1,0,1,21,0,3,6,7,6,12,0,2,6,7,6,12,0,13.9,-0.3,0.79,1
-1,-1,1,12,1,12,1,1,6,6,1,0,0,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11,0,13.9,-0.3,0.79,0
1,1,3,2,1,1,13,14,6,4,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,1
1,15,1,4,1,14,13,27,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.57142857,0,0,6,7,6,12.42857143,0,8.9,1.4,3.51,1
1,1,3,9,1,1,1,28,8,8,0,0,1,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,0
1,8,1,12,1,1,22,14,-1,5,0,0,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,1
1,1,1,2,1,1,13,14,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,0
1,8,4,11,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,6,12,3,11.66666667,0,0,6,12,1,12,0,12.4,0.5,1.79,0
1,1,2,15,1,1,23,28,10,10,1,0,0,1,1,0,18,0,0,6,8,6,12.33333333,0,0,6,11,3,12.33333333,0,10.8,1.4,1.74,1
1,8,3,9,1,1,13,14,5,8,1,0,1,1,1,0,18,0,0,5,8,3,10.33333333,0,0,5,11,3,10.85714286,0,10.8,1.4,1.74,0
1,-1,4,11,1,1,13,27,8,8,1,0,0,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11,0,9.4,-0.8,-3.12,0
1,8,4,15,1,1,1,14,10,9,1,0,1,1,1,1,19,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,1
1,8,4,12,1,1,23,27,10,10,0,0,0,1,1,1,22,0,0,7,7,7,14.84285714,0,0,8,9,8,15.05555556,0,16.2,0.3,-0.92,1
2,12,1,3,0,1,22,27,10,7,0,0,0,1,1,0,33,0,0,6,8,6,12,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,1
1,1,-1,16,1,1,13,14,10,10,1,0,0,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,0
1,12,1,17,0,-1,3,3,3,3,1,0,0,1,1,0,35,0,0,1,1,0,0,1,0,5,0,0,0,0,10.8,1.4,1.74,0
1,12,1,4,1,-1,3,3,5,3,0,0,1,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,0
2,12,1,3,0,1,22,27,10,7,1,0,0,1,0,0,33,0,0,6,7,6,11,0,0,6,11,5,11,0,9.4,-0.8,-3.12,1
1,-1,1,12,1,1,22,28,10,8,1,0,0,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,1
1,12,1,14,1,1,1,14,5,6,0,0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,1
1,8,1,5,1,1,13,28,5,-1,1,0,0,1,1,0,20,0,0,6,9,6,10.66666667,1,0,6,6,5,11.2,0,7.6,2.6,0.32,1
1,12,1,12,1,1,1,1,5,11,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,0
1,8,2,15,1,1,13,1,10,10,1,0,0,0,0,0,21,1,0,6,6,6,14,0,0,6,6,6,13.5,0,8.9,1.4,3.51,1
1,-1,1,-1,1,1,1,1,5,5,0,0,0,1,0,0,26,1,0,6,7,2,12,1,0,6,6,0,0,0,8.9,1.4,3.51,0
2,12,1,16,1,-1,22,-1,-1,-1,0,0,0,1,0,0,39,0,0,6,12,3,12.66666667,0,0,6,14,0,0,1,7.6,2.6,0.32,0
2,12,1,3,0,1,22,14,10,10,0,0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.33333333,0,12.7,3.7,-1.7,1
1,1,5,15,1,1,22,1,6,6,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,8.9,1.4,3.51,1
1,1,5,12,1,1,22,27,8,8,1,0,0,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777778,0,12.4,0.5,1.79,1
1,1,4,12,1,1,3,3,3,3,1,0,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0,0,13.9,-0.3,0.79,0
1,-1,1,6,1,-1,23,28,10,10,0,0,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,0
1,1,4,2,1,1,1,1,10,11,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,1
2,12,1,3,0,1,22,27,-1,6,1,0,0,1,0,0,36,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,0
-1,12,1,4,1,-1,22,27,10,7,0,0,0,1,0,0,43,0,13,18,19,18,14.63157895,0,10,13,14,13,14.23076923,1,15.5,2.8,-4.06,1
1,-1,1,16,1,1,13,14,10,8,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,0
1,-1,1,5,1,1,3,1,3,9,0,0,1,1,0,0,20,0,4,10,12,10,13,0,5,11,11,11,12.27272727,0,11.1,0.6,2.02,1
1,1,2,10,1,1,22,28,5,8,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,0
1,1,1,6,1,1,1,1,5,5,1,0,0,1,0,0,20,0,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,0
1,1,5,12,1,1,3,-1,5,4,1,0,0,1,0,0,20,0,2,7,9,6,13.26666667,0,0,7,10,5,12.3,0,12.4,0.5,1.79,0
1,1,1,10,1,1,22,27,-1,8,1,0,0,1,0,0,18,0,0,6,8,6,13.85714286,0,0,6,6,6,15,0,13.9,-0.3,0.79,1
1,1,1,6,1,1,13,14,10,10,1,0,0,1,0,0,19,0,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,1
1,1,3,15,1,1,1,28,5,8,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.57142857,0,10.8,1.4,1.74,1
1,8,2,12,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,12.51666667,1,0,7,7,6,12.51666667,1,7.6,2.6,0.32,0
1,1,2,6,1,1,22,28,10,8,0,0,0,1,0,0,18,0,0,5,12,5,13.14285714,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,1
1,1,1,9,1,1,-1,14,5,6,0,0,0,1,0,0,18,0,0,5,5,5,12.6,0,0,5,5,5,14,0,11.1,0.6,2.02,1
1,8,1,11,1,1,1,1,5,6,1,0,0,1,0,0,21,0,0,6,12,3,11,0,0,6,12,2,11,0,9.4,-0.8,-3.12,0
1,1,2,9,1,1,13,14,10,8,1,0,0,1,0,0,19,0,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,1
1,1,1,2,1,1,3,14,3,10,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,0
1,1,1,14,1,1,23,28,10,10,0,0,0,1,0,1,19,0,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,1
1,1,1,6,1,1,13,28,5,8,1,0,0,1,0,0,19,0,0,6,15,6,14.16666667,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,1
1,8,-1,-1,1,1,1,1,5,6,1,0,0,1,0,0,19,0,0,7,12,5,12.1,0,0,7,0,0,0,0,13.9,-0.3,0.79,0
1,15,1,6,1,14,22,27,10,10,1,0,0,1,0,0,20,0,1,6,7,6,14.16666667,0,1,6,17,5,13.77777778,0,12.4,0.5,1.79,1
1,8,3,10,1,1,1,-1,6,4,1,0,0,1,0,0,18,0,0,6,7,6,13,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,1
1,8,-1,12,1,1,1,27,-1,10,1,0,0,1,0,0,19,0,0,7,7,7,13.46714286,0,0,8,9,8,15.01111111,0,12.4,0.5,1.79,1
1,1,3,12,1,1,13,14,6,9,1,0,0,1,0,1,18,0,0,7,9,7,13.2375,0,0,8,9,7,13.74285714,0,13.9,-0.3,0.79,0
1,8,2,5,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.33333333,0,0,6,6,6,13,0,7.6,2.6,0.32,1
1,1,4,9,1,1,1,14,5,9,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,1
1,8,-1,12,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,7,8,5,14,0,0,7,7,0,0,0,13.9,-0.3,0.79,0
1,14,1,10,1,1,23,27,10,8,0,0,0,1,0,0,20,0,5,9,15,9,11.66666667,0,2,7,8,7,11.71428571,0,7.6,2.6,0.32,1
1,1,1,14,1,1,1,28,4,10,0,0,1,0,0,1,19,0,0,6,7,5,12,0,0,6,9,4,12.5,0,12.4,0.5,1.79,0
1,8,1,14,1,1,13,14,6,6,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,1
1,1,1,15,1,1,1,1,-1,-1,0,0,1,1,0,1,18,0,0,6,6,6,14.83333333,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,1
1,-1,1,12,1,1,13,1,5,9,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,1
1,1,5,12,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,1
1,1,-1,15,1,1,13,1,5,5,1,0,0,1,0,1,19,0,0,6,8,6,12.66666667,0,0,6,10,5,12,0,12.4,0.5,1.79,1
1,1,3,10,1,1,1,-1,10,11,1,0,0,1,0,1,19,0,0,6,7,6,11.33333333,0,0,6,6,6,11.5,0,12.4,0.5,1.79,1
1,1,3,12,1,1,13,14,10,8,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,1
1,8,5,16,1,1,22,28,6,7,1,0,0,1,0,1,19,0,0,6,10,5,12,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,1
1,1,4,11,1,1,-1,14,10,10,1,0,0,1,0,0,19,0,0,5,10,0,0,0,0,5,10,0,0,0,7.6,2.6,0.32,0
1,8,1,11,1,1,1,27,10,11,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.66666667,0,7.6,2.6,0.32,0
1,1,1,9,1,1,3,14,3,11,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.16666667,0,13.9,-0.3,0.79,1
1,1,1,12,1,1,1,14,10,10,0,0,0,1,0,1,20,0,0,7,8,6,13.86333333,0,0,8,9,7,14.17857143,0,11.1,0.6,2.02,1
1,1,1,6,1,1,1,28,5,8,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,1
1,1,1,16,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,6,7,6,13.33333333,0,0,6,8,5,11.8,0,7.6,2.6,0.32,1
1,14,1,16,1,1,3,27,3,6,1,0,0,1,0,0,21,0,0,6,10,3,12.66666667,0,0,6,12,3,10,0,9.4,-0.8,-3.12,0
1,1,1,16,1,1,23,27,-1,7,0,0,0,1,0,0,19,0,0,6,8,6,12,0,0,6,10,4,11.5,0,7.6,2.6,0.32,0
1,1,1,9,1,1,23,28,10,10,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,1
1,8,2,10,1,1,1,27,8,10,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.85714286,0,12.7,3.7,-1.7,1
1,1,3,10,1,1,13,1,10,11,1,0,0,1,0,0,20,0,0,6,10,4,11,0,0,6,9,6,11.83333333,0,9.4,-0.8,-3.12,1
1,12,1,3,0,1,1,14,-1,9,0,0,0,1,0,1,24,0,0,6,11,5,11,0,0,6,9,5,12.6,0,11.1,0.6,2.02,1
1,1,1,14,1,1,13,1,5,-1,0,0,0,1,0,0,19,0,0,6,6,6,13.16666667,0,0,6,9,6,13,0,10.8,1.4,1.74,0
1,1,1,12,1,1,13,27,10,8,1,0,0,1,0,1,18,0,0,7,9,7,12.85555556,0,0,8,12,7,12.76111111,0,15.5,2.8,-4.06,1
1,1,2,12,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,1
1,8,5,16,1,1,-1,-1,5,5,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11,0,10.8,1.4,1.74,0
1,8,2,14,1,1,1,14,6,5,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,1
1,8,1,15,1,1,13,27,8,8,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13,0,15.5,2.8,-4.06,1
1,8,3,10,1,1,13,14,8,9,0,0,0,1,0,0,19,0,0,6,10,5,11.66666667,0,0,6,12,4,11,0,13.9,-0.3,0.79,1
1,12,1,12,1,-1,-1,-1,-1,-1,0,0,0,1,0,0,29,0,1,8,8,7,14.25714286,0,1,8,8,7,14.25714286,0,12.7,3.7,-1.7,1
1,14,1,10,1,1,13,14,5,9,1,0,0,1,0,0,21,0,0,6,13,3,12,0,0,6,12,2,11.33333333,0,16.2,0.3,-0.92,0
1,8,2,-1,1,1,22,27,4,11,0,0,0,1,0,0,20,0,0,7,8,7,12.45714286,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,1
1,8,1,12,1,1,-1,28,5,6,1,0,0,1,0,0,19,0,0,7,7,6,11.68333333,0,0,7,7,6,11.68333333,0,7.6,2.6,0.32,1
1,-1,1,3,0,1,13,-1,5,7,0,0,0,1,0,0,26,0,0,6,10,3,11.66666667,0,0,6,8,5,12,0,9.4,-0.8,-3.12,1
1,8,2,11,1,1,22,27,10,9,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.16666667,0,11.1,0.6,2.02,0
1,12,1,16,1,1,22,14,10,6,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12,0,7.6,2.6,0.32,1
1,1,2,12,1,1,-1,-1,-1,-1,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,0
1,1,5,16,1,1,22,14,10,6,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,0
1,-1,1,12,1,-1,1,1,10,6,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.58333333,0,16.2,0.3,-0.92,0
1,14,1,16,1,1,3,1,4,4,1,0,0,1,0,0,35,0,19,21,21,21,12.61904762,0,13,19,19,19,12.78947368,0,12.4,0.5,1.79,1
1,12,1,15,1,12,13,14,4,5,0,0,1,0,0,0,27,0,0,6,6,5,12,0,0,6,6,0,0,0,11.1,0.6,2.02,0
1,-1,3,5,1,1,1,27,6,6,1,0,0,0,0,0,19,0,0,6,6,6,12.16666667,0,0,6,6,0,0,0,15.5,2.8,-4.06,0
1,8,2,11,1,1,1,14,5,7,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,0
1,-1,2,9,1,1,3,3,6,8,1,0,1,0,0,0,20,0,0,5,9,3,10,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,0
1,8,3,12,1,1,23,1,10,5,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,1
1,12,1,6,1,1,1,14,10,10,1,0,0,1,0,0,24,0,0,6,10,2,11,0,0,6,6,0,0,0,8.9,1.4,3.51,0
1,8,4,5,1,1,1,3,5,-1,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12,0,16.2,0.3,-0.92,1
1,1,1,11,1,1,13,28,10,9,0,0,0,1,0,1,21,0,0,6,7,6,12,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,1
1,12,1,9,1,1,-1,3,5,4,1,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,0
1,-1,1,16,1,1,1,1,5,11,0,0,0,1,0,0,21,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,0
1,1,4,12,1,1,23,28,10,9,1,0,0,1,0,0,18,0,0,8,8,7,12.24285714,0,0,8,8,7,12.24285714,0,12.7,3.7,-1.7,1
1,12,1,17,0,-1,13,1,4,5,1,0,0,1,0,0,27,0,0,5,0,0,0,0,0,5,0,0,0,0,8.9,1.4,3.51,0
1,-1,-1,12,1,1,22,27,6,6,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,1
1,-1,1,7,1,-1,3,-1,3,3,0,0,0,1,0,0,35,0,0,5,0,0,0,0,0,5,0,0,0,0,13.9,-0.3,0.79,0
1,1,1,16,1,1,13,14,4,9,0,0,0,1,0,0,18,0,0,7,9,7,12.57142857,0,0,7,8,7,14.42857143,0,11.1,0.6,2.02,1
1,1,1,6,1,1,1,1,5,8,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.33333333,2,10.8,1.4,1.74,1
1,1,4,10,1,1,13,14,5,-1,1,0,0,1,0,0,20,0,0,6,8,6,11.16666667,0,0,6,6,6,11.33333333,0,7.6,2.6,0.32,1
1,1,4,12,1,1,13,14,8,8,1,0,0,1,0,0,18,0,0,8,8,7,12.32428571,0,0,8,8,7,12.32428571,0,10.8,1.4,1.74,1
1,15,1,10,1,14,23,28,6,11,0,0,1,1,0,0,21,0,3,6,6,6,12.16666667,0,2,6,7,6,11.71428571,0,13.9,-0.3,0.79,1
1,8,2,10,1,1,13,27,10,9,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,1
1,1,1,10,1,1,-1,-1,-1,-1,1,0,0,1,0,0,18,0,0,6,9,4,11,0,0,6,9,4,10.75,0,7.6,2.6,0.32,1
1,1,2,12,1,1,13,28,10,10,1,0,0,1,0,0,18,0,0,8,8,7,12.91428571,0,0,8,8,7,12.91428571,0,12.7,3.7,-1.7,1
